provinceName,currentConfirmedCount,confirmedCount,suspectedCount,curedCount,deadCount,date
天津市,60,117,0,11,3,2020-02-13
云南省,54,156,0,25,0,2020-02-13
重庆市,34,518,0,114,3,2020-02-13
山东省,189,506,0,104,2,2020-02-13
河南省,99,1169,0,272,10,2020-02-13
浙江省,55,1145,0,330,0,2020-02-13
江苏省,29612,570,0,133,0,2020-02-13
四川省,881,451,0,97,1,2020-02-13
河北省,339,265,0,60,3,2020-02-13
甘肃省,128,87,0,33,2,2020-02-13
上海市,60,315,0,57,1,2020-02-13
安徽省,95,910,0,149,5,2020-02-13
河南省,29630,1169,0,284,10,2020-02-13
湖南省,640,968,0,316,2,2020-02-13
湖南省,343,968,0,314,2,2020-02-13
安徽省,943,910,0,135,5,2020-02-13
山东省,650,506,0,103,2,2020-02-13
四川省,129,451,0,96,1,2020-02-13
河北省,219,265,0,56,3,2020-02-13
陕西省,29638,229,0,44,0,2020-02-13
云南省,653,155,0,25,0,2020-02-13
天津市,403,113,0,11,3,2020-02-13
广东省,195,1241,0,289,2,2020-02-13
河南省,182,1169,0,262,10,2020-02-13
云南省,96,155,0,23,0,2020-02-13
天津市,97,113,0,11,2,2020-02-13
北京市,61,366,0,68,3,2020-02-13
辽宁省,54,116,0,21,1,2020-02-13
陕西省,34,229,0,42,0,2020-02-13
广东省,29644,1241,0,284,2,2020-02-13
河北省,946,265,0,55,3,2020-02-13
天津市,886,112,0,11,2,2020-02-13
湖南省,810,968,0,312,2,2020-02-13
宁夏回族自治区,758,64,0,24,0,2020-02-13
浙江省,344,1145,0,327,0,2020-02-13
新疆维吾尔自治区,221,63,0,3,1,2020-02-13
安徽省,185,910,0,128,5,2020-02-13
山东省,131,506,0,98,2,2020-02-13
贵州省,91,135,0,20,1,2020-02-13
江苏省,127,570,0,131,0,2020-02-13
山东省,134,497,0,90,2,2020-02-13
福建省,419,279,0,54,0,2020-02-13
河南省,427,1169,0,258,10,2020-02-13
四川省,36,451,0,93,1,2020-02-13
河北省,253,265,0,54,3,2020-02-13
黑龙江省,190,395,0,31,9,2020-02-13
上海市,952,313,0,57,1,2020-02-13
湖北省,224,48206,0,3441,1310,2020-02-13
甘肃省,223,87,0,31,2,2020-02-13
重庆市,56,518,0,102,3,2020-02-13
海南省,29652,157,0,27,4,2020-02-13
湖北省,888,33366,0,2686,1068,2020-02-13
广东省,815,1219,0,275,1,2020-02-13
河南省,661,1135,0,246,8,2020-02-13
浙江省,426,1131,0,321,0,2020-02-13
湖南省,404,946,0,304,2,2020-02-13
安徽省,346,889,0,127,4,2020-02-13
江西省,199,844,0,152,1,2020-02-13
江苏省,186,543,0,125,0,2020-02-13
重庆市,132,509,0,87,3,2020-02-13
山东省,50,497,0,92,2,2020-02-13
四川省,9,436,0,92,1,2020-02-13
黑龙江省,405,378,0,31,8,2020-02-13
北京市,0,352,0,56,3,2020-02-13
上海市,968,311,0,57,1,2020-02-13
福建省,895,272,0,53,0,2020-02-13
河北省,851,251,0,54,2,2020-02-13
陕西省,766,225,0,43,0,2020-02-13
广西壮族自治区,412,222,0,32,1,2020-02-13
海南省,347,157,0,27,3,2020-02-13
云南省,92,154,0,26,0,2020-02-13
贵州省,63,133,0,18,1,2020-02-13
山西省,964,124,0,33,0,2020-02-13
辽宁省,675,116,0,20,1,2020-02-13
甘肃省,248,86,0,29,2,2020-02-13
吉林省,894,83,0,22,1,2020-02-13
内蒙古自治区,768,60,0,6,0,2020-02-13
新疆维吾尔自治区,437,59,0,3,0,2020-02-13
宁夏回族自治区,348,58,0,24,0,2020-02-13
青海省,770,18,0,9,0,2020-02-13
西藏自治区,440,1,0,1,0,2020-02-13
广西壮族自治区,200,222,0,32,1,2020-02-12
天津市,133,112,0,11,2,2020-02-12
甘肃省,293,86,0,29,2,2020-02-12
湖北省,189,33366,0,2686,1068,2020-02-12
河南省,95,1135,0,246,8,2020-02-12
江苏省,55,543,0,125,0,2020-02-12
黑龙江省,134,378,0,31,8,2020-02-12
云南省,681,154,0,26,0,2020-02-12
吉林省,56,83,0,22,1,2020-02-12
辽宁省,416,116,0,20,1,2020-02-12
湖北省,977,33366,0,2668,1068,2020-02-12
湖南省,691,946,0,304,2,2020-02-12
四川省,852,436,0,92,1,2020-02-12
广东省,682,1219,0,275,1,2020-02-12
湖南省,417,946,0,294,2,2020-02-12
云南省,449,154,0,25,0,2020-02-12
福建省,777,272,0,53,0,2020-02-12
湖北省,113,33366,0,2660,1068,2020-02-12
湖南省,350,946,0,291,2,2020-02-12
山东省,64,497,0,92,2,2020-02-12
河北省,226,251,0,54,2,2020-02-12
陕西省,896,225,0,43,0,2020-02-12
辽宁省,252,116,0,20,0,2020-02-12
天津市,128,110,0,11,2,2020-02-12
吉林省,342,83,0,21,1,2020-02-12
内蒙古自治区,201,60,0,6,0,2020-02-12
宁夏回族自治区,423,58,0,24,0,2020-02-12
湖北省,29659,33366,0,2654,1068,2020-02-12
广东省,94,1219,0,272,1,2020-02-12
河南省,94,1135,0,241,8,2020-02-12
浙江省,181,1131,0,321,0,2020-02-12
安徽省,60,889,0,127,4,2020-02-12
江苏省,121,543,0,123,0,2020-02-12
四川省,93,436,0,91,1,2020-02-12
福建省,28444,272,0,51,0,2020-02-12
河北省,964,251,0,52,2,2020-02-12
陕西省,880,225,0,40,0,2020-02-12
云南省,675,154,0,23,0,2020-02-12
山西省,222,124,0,33,0,2020-02-12
贵州省,109,133,0,18,1,2020-02-12
海南省,62,157,0,27,3,2020-02-12
海南省,847,157,0,20,3,2020-02-12
重庆市,882,509,0,87,3,2020-02-12
重庆市,664,509,0,79,3,2020-02-12
宁夏回族自治区,92,58,0,22,0,2020-02-12
辽宁省,92,116,0,19,0,2020-02-12
天津市,28477,110,0,10,2,2020-02-12
上海市,965,311,0,57,1,2020-02-12
广西壮族自治区,850,222,0,31,1,2020-02-12
广东省,883,1219,0,266,1,2020-02-12
福建省,667,272,0,48,0,2020-02-12
福建省,406,272,0,49,0,2020-02-12
甘肃省,331,86,0,28,2,2020-02-12
吉林省,324,83,0,20,1,2020-02-12
湖北省,189,33366,0,2646,1068,2020-02-12
河南省,113,1135,0,239,8,2020-02-12
浙江省,13,1131,0,316,0,2020-02-12
湖南省,224,946,0,283,2,2020-02-12
江苏省,116,543,0,117,0,2020-02-12
山东省,31,497,0,91,2,2020-02-12
四川省,93,436,0,89,1,2020-02-12
河北省,92,251,0,50,2,2020-02-12
陕西省,854,225,0,39,0,2020-02-12
云南省,884,154,0,22,0,2020-02-12
甘肃省,672,86,0,34,2,2020-02-12
青海省,751,18,0,9,0,2020-02-12
山东省,133,497,0,90,2,2020-02-12
西藏自治区,134,1,0,1,0,2020-02-12
广东省,28496,1219,0,250,1,2020-02-12
河南省,415,1135,0,232,8,2020-02-12
浙江省,968,1131,0,280,0,2020-02-12
安徽省,412,889,0,119,4,2020-02-12
山东省,862,497,0,84,1,2020-02-12
四川省,978,436,0,88,1,2020-02-12
山西省,889,124,0,32,0,2020-02-12
吉林省,422,83,0,19,1,2020-02-12
广东省,680,1219,0,254,1,2020-02-12
湖南省,979,946,0,269,2,2020-02-12
山东省,408,497,0,83,1,2020-02-12
上海市,62,306,0,57,1,2020-02-12
河南省,410,1135,0,233,8,2020-02-12
安徽省,91,889,0,117,4,2020-02-12
江苏省,92,543,0,106,0,2020-02-12
四川省,409,436,0,87,1,2020-02-12
安徽省,119,889,0,115,4,2020-02-12
江苏省,94,543,0,103,0,2020-02-12
河北省,756,251,0,49,2,2020-02-12
云南省,863,154,0,21,0,2020-02-12
北京市,424,352,0,56,3,2020-02-12
陕西省,94,225,0,36,0,2020-02-12
天津市,250,107,0,10,2,2020-02-12
内蒙古自治区,334,60,0,5,0,2020-02-12
云南省,195,154,0,20,0,2020-02-12
湖南省,187,946,0,263,2,2020-02-12
新疆维吾尔自治区,893,59,0,3,0,2020-02-12
山东省,689,497,0,80,1,2020-02-12
广东省,695,1219,0,241,1,2020-02-12
江西省,92,844,0,152,1,2020-02-12
浙江省,991,1131,0,279,0,2020-02-12
湖南省,994,946,0,263,1,2020-02-12
山东省,413,498,0,80,1,2020-02-12
江苏省,291,543,0,94,0,2020-02-12
安徽省,90,889,0,108,4,2020-02-12
贵州省,987,131,0,17,1,2020-02-12
四川省,989,436,0,85,1,2020-02-12
吉林省,332,83,0,18,1,2020-02-12
福建省,188,272,0,46,0,2020-02-12
河南省,63,1135,0,231,8,2020-02-12
上海市,39,306,0,53,1,2020-02-12
海南省,120,151,0,20,3,2020-02-12
黑龙江省,91,378,0,28,8,2020-02-12
河北省,414,251,0,48,2,2020-02-12
重庆市,184,505,0,79,3,2020-02-12
湖北省,107,33366,0,2639,1068,2020-02-12
山西省,995,124,0,30,0,2020-02-12
天津市,867,106,0,10,2,2020-02-12
广西壮族自治区,400,215,0,33,1,2020-02-11
甘肃省,253,86,0,24,2,2020-02-11
海南省,325,144,0,20,3,2020-02-11
天津市,228,105,0,10,2,2020-02-11
湖北省,768,31728,0,2310,974,2020-02-11
广东省,96,1177,0,212,1,2020-02-11
河南省,55,1105,0,218,7,2020-02-11
江西省,900,804,0,128,1,2020-02-11
福建省,196,267,0,45,0,2020-02-11
贵州省,67,127,0,17,1,2020-02-11
甘肃省,28532,86,0,22,2,2020-02-11
浙江省,418,1117,0,270,0,2020-02-11
河南省,86,1105,0,216,7,2020-02-11
湖南省,850,912,0,247,1,2020-02-11
山西省,66,122,0,30,0,2020-02-11
辽宁省,185,111,0,19,0,2020-02-11
湖北省,222,31728,0,2277,974,2020-02-11
广东省,411,1177,0,211,1,2020-02-11
浙江省,95,1117,0,267,0,2020-02-11
河南省,665,1105,0,215,7,2020-02-11
湖南省,670,912,0,244,1,2020-02-11
山东省,876,487,0,80,1,2020-02-11
四川省,991,417,0,85,1,2020-02-11
黑龙江省,26906,360,0,28,8,2020-02-11
河北省,183,239,0,48,2,2020-02-11
贵州省,26932,127,0,13,1,2020-02-11
青海省,98,18,0,5,0,2020-02-11
福建省,85,267,0,43,0,2020-02-11
贵州省,994,127,0,10,1,2020-02-11
宁夏回族自治区,995,53,0,22,0,2020-02-11
辽宁省,324,111,0,18,0,2020-02-11
天津市,175,104,0,10,2,2020-02-11
浙江省,853,1117,0,263,0,2020-02-11
河南省,411,1105,0,214,7,2020-02-11
湖南省,130,912,0,239,1,2020-02-11
安徽省,26938,860,0,105,4,2020-02-11
天津市,399,104,0,9,2,2020-02-11
云南省,116,153,0,20,0,2020-02-11
云南省,992,153,0,19,0,2020-02-11
新疆维吾尔自治区,874,55,0,3,0,2020-02-11
湖北省,880,31728,0,2258,974,2020-02-11
重庆市,993,489,0,72,2,2020-02-11
广东省,1010,1177,0,208,1,2020-02-11
重庆市,401,486,0,72,2,2020-02-11
浙江省,186,1117,0,255,0,2020-02-11
广东省,410,1177,0,198,1,2020-02-11
河南省,886,1105,0,209,7,2020-02-11
江苏省,96,515,0,93,0,2020-02-11
湖南省,294,912,0,231,1,2020-02-11
广东省,877,1177,0,197,1,2020-02-11
山东省,739,487,0,78,1,2020-02-11
吉林省,405,81,0,18,1,2020-02-11
山东省,402,487,0,76,1,2020-02-11
辽宁省,325,108,0,17,0,2020-02-11
辽宁省,64,108,0,16,0,2020-02-11
山东省,250,486,0,76,1,2020-02-11
海南省,304,142,0,20,3,2020-02-11
山西省,246,122,0,28,0,2020-02-11
安徽省,327,860,0,100,4,2020-02-11
浙江省,741,1117,0,254,0,2020-02-11
江苏省,879,515,0,91,0,2020-02-11
天津市,677,104,0,8,2,2020-02-11
上海市,888,303,0,52,1,2020-02-11
上海市,122,303,0,48,1,2020-02-11
四川省,123,417,0,82,1,2020-02-11
河北省,225,239,0,42,2,2020-02-11
陕西省,412,219,0,32,0,2020-02-11
河南省,747,1105,0,205,7,2020-02-11
湖南省,684,912,0,222,1,2020-02-11
湖南省,898,912,0,216,1,2020-02-11
天津市,887,102,0,8,2,2020-02-11
广东省,1003,1177,0,185,1,2020-02-11
广东省,1007,1177,0,182,1,2020-02-11
广东省,53,1177,0,192,1,2020-02-11
广东省,291,1177,0,191,1,2020-02-11
山东省,187,486,0,72,1,2020-02-11
云南省,692,149,0,19,0,2020-02-11
北京市,191,342,0,48,3,2020-02-11
天津市,36,100,0,8,2,2020-02-11
广东省,420,1177,0,189,1,2020-02-11
广东省,101,1177,0,187,1,2020-02-11
四川省,250,417,0,84,1,2020-02-11
陕西省,668,219,0,31,0,2020-02-11
甘肃省,891,86,0,21,2,2020-02-11
江苏省,226,515,0,84,0,2020-02-11
宁夏回族自治区,49,53,0,14,0,2020-02-11
江西省,328,804,0,127,1,2020-02-11
海南省,114,142,0,19,3,2020-02-11
天津市,395,100,0,8,1,2020-02-11
湖南省,67,912,0,213,1,2020-02-11
山东省,309,486,0,71,1,2020-02-11
广西壮族自治区,181,215,0,30,1,2020-02-11
贵州省,415,118,0,10,1,2020-02-11
广东省,86,1177,0,181,1,2020-02-11
浙江省,94,1117,0,250,0,2020-02-11
山东省,65,467,0,66,1,2020-02-11
上海市,26965,302,0,48,1,2020-02-11
黑龙江省,380,360,0,27,8,2020-02-11
福建省,381,267,0,39,0,2020-02-11
安徽省,109,860,0,88,4,2020-02-11
山西省,108,122,0,26,0,2020-02-11
新疆维吾尔自治区,170,55,0,0,0,2020-02-11
河南省,111,1105,0,198,7,2020-02-11
河北省,314,239,0,41,2,2020-02-11
吉林省,172,81,0,13,1,2020-02-11
湖北省,651,31728,0,2222,974,2020-02-11
重庆市,95,486,0,66,2,2020-02-11
天津市,248,95,0,8,1,2020-02-10
浙江省,397,1092,0,242,0,2020-02-10
吉林省,874,80,0,13,1,2020-02-10
广西壮族自治区,880,210,0,24,1,2020-02-10
福建省,94,261,0,39,0,2020-02-10
江苏省,24840,492,0,81,0,2020-02-10
辽宁省,24849,108,0,13,0,2020-02-10
江西省,666,771,0,105,1,2020-02-10
湖南省,659,879,0,208,1,2020-02-10
河南省,660,1073,0,191,6,2020-02-10
广东省,24852,1159,0,167,1,2020-02-10
湖北省,95,29631,0,1854,871,2020-02-10
陕西省,382,213,0,30,0,2020-02-10
重庆市,667,473,0,66,2,2020-02-10
湖北省,397,29631,0,1828,871,2020-02-10
贵州省,400,109,0,10,1,2020-02-10
天津市,24853,94,0,8,1,2020-02-10
广东省,878,1159,0,164,1,2020-02-10
广东省,24857,1159,0,163,1,2020-02-10
四川省,881,405,0,80,1,2020-02-10
河北省,990,218,0,41,2,2020-02-10
浙江省,91,1092,0,239,0,2020-02-10
重庆市,88,473,0,60,2,2020-02-10
云南省,24866,149,0,19,0,2020-02-10
湖北省,93,29631,0,1822,871,2020-02-10
山东省,706,466,0,66,1,2020-02-10
海南省,385,138,0,19,3,2020-02-10
广东省,315,1159,0,166,1,2020-02-10
浙江省,883,1092,0,218,0,2020-02-10
河南省,215,1073,0,187,6,2020-02-10
广东省,222,1159,0,165,1,2020-02-10
湖北省,93,29631,0,1797,871,2020-02-10
广东省,65,1159,0,148,1,2020-02-10
山东省,72,466,0,64,1,2020-02-10
陕西省,94,213,0,27,0,2020-02-10
重庆市,64,473,0,61,2,2020-02-10
河南省,96,1073,0,181,6,2020-02-10
辽宁省,123,108,0,12,0,2020-02-10
黑龙江省,112,331,0,30,7,2020-02-10
浙江省,1001,1092,0,215,0,2020-02-10
安徽省,1002,830,0,88,3,2020-02-10
重庆市,287,468,0,61,2,2020-02-10
山东省,664,466,0,63,1,2020-02-10
四川省,707,405,0,79,1,2020-02-10
甘肃省,1004,83,0,17,2,2020-02-10
上海市,396,299,0,48,1,2020-02-10
黑龙江省,124,331,0,20,7,2020-02-10
上海市,123,295,0,48,1,2020-02-10
四川省,325,405,0,77,1,2020-02-10
安徽省,378,830,0,86,3,2020-02-10
浙江省,383,1092,0,213,0,2020-02-10
湖南省,890,879,0,201,1,2020-02-10
河南省,667,1073,0,179,6,2020-02-10
云南省,891,141,0,19,0,2020-02-10
云南省,993,141,0,18,0,2020-02-10
福建省,24873,261,0,36,0,2020-02-10
江苏省,65,492,0,80,0,2020-02-10
安徽省,710,830,0,80,3,2020-02-10
湖南省,673,879,0,194,1,2020-02-10
河南省,719,1073,0,169,6,2020-02-10
浙江省,384,1092,0,205,0,2020-02-10
广东省,85,1151,0,148,1,2020-02-10
广东省,287,1151,0,147,1,2020-02-10
广东省,226,1151,0,143,1,2020-02-10
天津市,226,94,0,4,1,2020-02-10
内蒙古自治区,410,58,0,5,0,2020-02-10
北京市,24880,337,0,44,2,2020-02-10
陕西省,49,213,0,26,0,2020-02-10
湖南省,111,879,0,186,1,2020-02-10
安徽省,83,830,0,73,3,2020-02-10
广西壮族自治区,32,210,0,18,1,2020-02-10
宁夏回族自治区,994,49,0,13,0,2020-02-10
江苏省,668,492,0,72,0,2020-02-10
贵州省,94,109,0,7,1,2020-02-10
上海市,896,295,0,44,1,2020-02-10
江西省,176,771,0,102,1,2020-02-10
浙江省,250,1092,0,201,0,2020-02-10
福建省,45,261,0,35,0,2020-02-10
新疆维吾尔自治区,678,49,0,0,0,2020-02-10
四川省,417,405,0,76,1,2020-02-10
海南省,288,136,0,19,3,2020-02-10
山东省,405,459,0,63,1,2020-02-10
吉林省,176,80,0,12,1,2020-02-10
黑龙江省,123,331,0,15,7,2020-02-10
河北省,94,218,0,35,2,2020-02-10
重庆市,24881,468,0,51,2,2020-02-10
天津市,22815,91,0,4,1,2020-02-10
山西省,303,119,0,25,0,2020-02-10
甘肃省,66,83,0,16,2,2020-02-10
湖北省,861,29631,0,1795,871,2020-02-10
广东省,23036,1131,0,141,1,2020-02-09
山东省,23039,444,0,63,1,2020-02-09
山东省,862,444,0,62,1,2020-02-09
海南省,866,131,0,19,3,2020-02-09
海南省,646,130,0,19,3,2020-02-09
河北省,23043,206,0,34,2,2020-02-09
海南省,650,130,0,16,3,2020-02-09
四川省,653,386,0,71,1,2020-02-09
河北省,97,206,0,32,2,2020-02-09
湖南省,867,838,0,186,1,2020-02-09
辽宁省,302,107,0,12,0,2020-02-09
重庆市,655,450,0,50,2,2020-02-09
浙江省,164,1075,0,201,0,2020-02-09
甘肃省,871,79,0,15,1,2020-02-09
上海市,23049,293,0,44,1,2020-02-09
重庆市,873,450,0,51,2,2020-02-09
河南省,108,1033,0,153,6,2020-02-09
河南省,175,1033,0,147,6,2020-02-09
辽宁省,176,106,0,12,0,2020-02-09
湖北省,874,27100,23638,1480,780,2020-02-09
湖北省,305,27100,23638,1471,780,2020-02-09
江西省,307,740,0,74,0,2020-02-09
湖南省,872,838,0,178,1,2020-02-09
湖南省,981,838,0,177,1,2020-02-09
湖北省,23050,27100,23638,1468,780,2020-02-09
辽宁省,30,106,0,11,0,2020-02-09
山东省,666,444,0,61,1,2020-02-09
江西省,121,740,0,73,0,2020-02-09
江苏省,277,468,0,71,0,2020-02-09
重庆市,873,450,0,48,2,2020-02-09
湖北省,989,27100,23638,1467,780,2020-02-09
浙江省,23121,1075,0,197,0,2020-02-09
湖北省,83,27100,23638,1463,780,2020-02-09
河南省,95,1033,0,146,6,2020-02-09
广东省,667,1131,0,140,1,2020-02-09
贵州省,215,99,0,7,1,2020-02-09
贵州省,122,96,0,7,1,2020-02-09
湖北省,394,27100,23638,1454,780,2020-02-09
辽宁省,672,105,0,12,0,2020-02-09
安徽省,393,779,0,72,1,2020-02-09
山东省,878,444,0,58,1,2020-02-09
四川省,374,386,0,70,1,2020-02-09
浙江省,84,1075,0,192,0,2020-02-09
福建省,96,250,0,35,0,2020-02-09
福建省,81,250,0,28,0,2020-02-09
山西省,308,115,0,22,0,2020-02-09
吉林省,244,78,0,12,1,2020-02-09
吉林省,912,78,0,5,1,2020-02-09
辽宁省,23131,105,0,11,0,2020-02-09
甘肃省,239,79,0,14,1,2020-02-09
辽宁省,177,105,0,9,0,2020-02-09
云南省,218,141,0,18,0,2020-02-09
海南省,920,130,0,15,3,2020-02-09
广东省,673,1131,0,129,1,2020-02-09
广东省,676,1131,0,128,1,2020-02-09
黑龙江省,367,307,0,14,6,2020-02-09
湖南省,678,838,0,173,1,2020-02-09
安徽省,23133,779,0,71,1,2020-02-09
广东省,166,1131,0,126,1,2020-02-09
重庆市,878,446,0,48,2,2020-02-09
山东省,47,444,0,56,1,2020-02-09
云南省,85,141,0,17,0,2020-02-09
云南省,42,140,0,17,0,2020-02-09
浙江省,40,1075,0,190,0,2020-02-09
浙江省,219,1075,0,186,0,2020-02-09
四川省,178,386,0,60,1,2020-02-09
山东省,111,435,0,56,1,2020-02-09
山东省,82,435,0,51,1,2020-02-09
河南省,278,1033,0,137,6,2020-02-09
湖南省,312,838,0,170,1,2020-02-09
江苏省,684,468,0,69,0,2020-02-09
河南省,880,1033,0,136,6,2020-02-09
广东省,921,1120,0,126,1,2020-02-09
湖北省,643,27100,23638,1447,780,2020-02-09
甘肃省,686,79,0,13,1,2020-02-09
上海市,369,292,0,44,1,2020-02-09
安徽省,61,779,0,68,1,2020-02-09
湖南省,64,838,0,164,1,2020-02-09
安徽省,393,779,0,66,1,2020-02-09
安徽省,92,779,0,59,1,2020-02-09
江苏省,826,468,0,61,0,2020-02-09
山东省,827,435,0,50,1,2020-02-09
天津市,204,90,0,4,1,2020-02-09
北京市,89,326,0,37,2,2020-02-09
北京市,831,326,0,29,2,2020-02-09
福建省,81,250,0,26,0,2020-02-09
北京市,382,315,0,37,2,2020-02-09
福建省,149,250,0,24,0,2020-02-09
福建省,20639,250,85,24,0,2020-02-09
江苏省,385,468,0,58,0,2020-02-09
湖北省,660,27100,23638,1440,780,2020-02-09
陕西省,20640,208,0,25,0,2020-02-09
浙江省,349,1075,0,185,0,2020-02-09
内蒙古自治区,208,54,0,5,0,2020-02-09
陕西省,151,208,0,20,0,2020-02-09
海南省,153,128,0,15,2,2020-02-09
天津市,45,88,0,4,1,2020-02-09
宁夏回族自治区,38,45,0,13,0,2020-02-09
广东省,887,1120,0,125,1,2020-02-09
江西省,74,740,0,72,0,2020-02-09
山西省,890,115,0,21,0,2020-02-09
河南省,154,1033,0,131,6,2020-02-09
广西壮族自治区,945,195,0,18,1,2020-02-09
上海市,20654,292,0,41,1,2020-02-09
浙江省,388,1075,0,173,0,2020-02-09
新疆维吾尔自治区,350,45,0,0,0,2020-02-09
湖南省,167,838,0,159,1,2020-02-09
江苏省,20662,468,0,51,0,2020-02-09
河北省,20666,206,0,30,2,2020-02-09
黑龙江省,169,307,0,13,6,2020-02-09
重庆市,902,446,0,39,2,2020-02-09
广西壮族自治区,129,195,1,18,1,2020-02-09
云南省,262,140,146,17,0,2020-02-09
山西省,907,115,71,21,0,2020-02-09
湖北省,88,27100,23638,1439,780,2020-02-09
湖北省,841,24953,0,1439,699,2020-02-09
四川省,942,364,0,60,1,2020-02-08
甘肃省,944,79,0,12,1,2020-02-08
河南省,105,981,0,116,4,2020-02-08
湖北省,78,24953,0,1218,699,2020-02-08
湖北省,668,24953,0,1215,699,2020-02-08
河南省,618,981,0,115,4,2020-02-08
河南省,304,981,0,111,4,2020-02-08
湖南省,238,803,0,156,1,2020-02-08
湖北省,305,24953,0,1211,699,2020-02-08
湖南省,39,803,0,152,1,2020-02-08
湖南省,20676,803,0,149,1,2020-02-08
辽宁省,266,105,0,8,0,2020-02-08
广东省,76,1095,0,112,1,2020-02-08
河南省,263,981,0,110,4,2020-02-08
四川省,242,363,0,60,1,2020-02-08
山东省,209,416,0,44,0,2020-02-08
湖南省,201,803,0,147,1,2020-02-08
河北省,104,195,0,30,1,2020-02-08
河南省,103,981,0,106,4,2020-02-08
湖北省,101,24953,0,1205,699,2020-02-08
湖南省,20677,803,0,143,1,2020-02-08
四川省,173,363,0,59,1,2020-02-08
湖南省,42,803,0,142,1,2020-02-08
重庆市,949,428,0,39,2,2020-02-08
浙江省,681,1048,0,175,0,2020-02-08
海南省,155,124,0,14,2,2020-02-08
江苏省,912,439,0,51,0,2020-02-08
陕西省,216,195,0,20,0,2020-02-08
陕西省,70,195,0,19,0,2020-02-08
浙江省,370,1048,0,174,0,2020-02-08
四川省,631,363,0,57,1,2020-02-08
四川省,306,363,0,55,1,2020-02-08
河南省,316,981,0,105,4,2020-02-08
广东省,60,1095,0,113,1,2020-02-08
湖北省,154,24953,0,1204,699,2020-02-08
宁夏回族自治区,320,45,0,15,0,2020-02-08
浙江省,96,1048,0,173,0,2020-02-08
湖南省,385,803,0,136,1,2020-02-08
湖南省,84,803,0,137,0,2020-02-08
广东省,89,1095,0,119,1,2020-02-08
云南省,78,138,0,17,0,2020-02-08
黑龙江省,374,295,0,13,5,2020-02-08
河南省,557,981,0,104,4,2020-02-08
广东省,630,1095,0,105,1,2020-02-08
湖北省,18404,24953,0,1133,699,2020-02-08
天津市,18417,88,0,4,1,2020-02-08
辽宁省,793,103,0,8,0,2020-02-08
湖南省,97,803,0,136,0,2020-02-08
福建省,82,239,0,24,0,2020-02-08
云南省,86,138,0,16,0,2020-02-08
湖南省,905,803,0,135,0,2020-02-08
重庆市,146,428,0,32,2,2020-02-08
湖南省,201,803,0,131,0,2020-02-08
湖北省,860,24953,0,1132,699,2020-02-08
江苏省,383,439,0,46,0,2020-02-08
浙江省,918,1048,0,170,0,2020-02-08
安徽省,87,733,0,59,0,2020-02-08
湖北省,18422,24953,0,1127,699,2020-02-08
山东省,18433,416,0,42,0,2020-02-08
山西省,18445,104,0,20,0,2020-02-08
重庆市,62,426,0,32,2,2020-02-08
湖北省,126,24953,0,1124,699,2020-02-08
辽宁省,372,103,0,7,0,2020-02-08
贵州省,122,89,0,7,1,2020-02-08
四川省,56,363,0,54,1,2020-02-08
上海市,147,286,0,41,1,2020-02-08
浙江省,217,1048,0,136,0,2020-02-08
湖北省,289,24953,0,1123,699,2020-02-08
上海市,293,281,0,41,1,2020-02-08
陕西省,559,195,0,18,0,2020-02-08
福建省,568,239,0,21,0,2020-02-08
浙江省,322,1048,0,128,0,2020-02-08
湖南省,644,803,0,130,0,2020-02-08
安徽省,36,733,0,57,0,2020-02-08
四川省,18465,363,0,52,1,2020-02-08
河北省,75,195,0,28,1,2020-02-08
山东省,100,407,0,40,0,2020-02-08
安徽省,242,733,0,55,0,2020-02-08
湖北省,204,24953,0,1121,699,2020-02-08
广东省,57,1075,0,105,1,2020-02-08
湖南省,249,803,0,129,0,2020-02-08
广西壮族自治区,84,183,0,17,0,2020-02-08
上海市,167,281,0,30,1,2020-02-08
广东省,344,1075,0,98,1,2020-02-08
河南省,346,981,0,99,4,2020-02-08
四川省,873,363,0,51,1,2020-02-08
湖北省,347,24953,0,1119,699,2020-02-08
内蒙古自治区,219,52,0,5,0,2020-02-08
天津市,218,88,0,2,1,2020-02-08
新疆维吾尔自治区,181,42,0,0,0,2020-02-08
宁夏回族自治区,32,45,0,5,0,2020-02-08
福建省,155,239,0,20,0,2020-02-08
北京市,239,315,0,34,2,2020-02-08
陕西省,325,195,0,17,0,2020-02-08
海南省,66,124,0,11,2,2020-02-08
贵州省,123,89,0,6,1,2020-02-08
天津市,18483,81,0,2,1,2020-02-08
黑龙江省,15661,295,0,12,5,2020-02-08
宁夏回族自治区,15663,45,0,3,0,2020-02-08
四川省,85,363,0,50,1,2020-02-08
湖南省,76,803,0,119,0,2020-02-08
河南省,715,981,0,97,4,2020-02-08
黑龙江省,77,296,0,12,5,2020-02-08
广东省,607,1075,0,97,1,2020-02-08
浙江省,51,1048,0,127,0,2020-02-08
江西省,53,698,0,55,0,2020-02-08
江苏省,817,439,0,43,0,2020-02-08
安徽省,712,733,0,47,0,2020-02-08
山东省,716,407,0,38,0,2020-02-08
甘肃省,721,71,0,9,1,2020-02-08
河北省,608,195,0,25,1,2020-02-08
广西壮族自治区,507,183,0,17,1,2020-02-08
吉林省,84,69,0,4,1,2020-02-08
湖北省,54,24953,0,1115,699,2020-02-08
山西省,194,104,0,15,0,2020-02-08
